	Lat	Lon	ps (cm)
	25.25	85.0	8.867696969696953
	25.25	85.25	9.15901346801348
	25.25	85.5	9.15901346801348
	25.25	85.75	9.140680134680169
	25.25	86.0	9.049050505050527
	25.25	86.25	8.800888888888899
	25.25	86.5	8.467912457912485
	25.25	86.75	8.285188552188554
	25.25	87.0	8.352212121212116
	25.25	87.25	8.504215488215511
	25.25	87.5	8.537319865319873
	25.25	87.75	8.532084175084181
	25.25	88.0	8.40829292929296
	25.25	88.25	7.789659932659952
	25.25	88.5	6.5788013468013435
	25.25	88.75	5.336430976430977
	25.25	89.0	4.331454545454551
	25.25	89.25	3.428612794612794
	25.25	89.5	2.678003367003368
	25.25	89.75	1.9208653198653218
	25.25	90.0	1.3215387205387188
	25.25	90.25	0.9385858585858576
	25.25	90.5	0.6709191919191918
	25.25	90.75	0.527656565656566
	25.25	91.0	0.415451178451179
	25.25	91.25	0.410902356902357
	25.25	91.5	0.5144276094276095
	25.25	91.75	0.5144276094276095
	25.25	92.0	0.6444410774410769
	25.25	92.25	0.5488754208754217
	25.25	92.5	0.3592390572390564
	25.25	92.75	0.49460606060606094
	25.25	93.0	0.8596464646464642
	25.25	93.25	1.1278114478114454
	25.25	93.5	1.2719158249158236
	25.25	93.75	1.0542255892255867
	25.25	94.0	0.5987811447811445
	25.25	94.25	0.2871952861952866
	25.25	94.5	0.20967340067340057
	25.25	94.75	0.3022356902356902
	25.25	95.0	0.39637037037037
	25.25	95.25	0.3398148148148145
	25.25	95.5	0.3344377104377105
	25.25	95.75	0.36377104377104363
	25.25	96.0	0.4378451178451179
	25.25	96.25	0.4479191919191924
	25.25	96.5	0.41206060606060557
	25.25	96.75	0.40219528619528605
	25.25	97.0	0.502336700336701
	25.25	97.25	0.653474747474747
	25.25	97.5	0.7396026936026944
	25.25	97.75	0.7539898989898991
	25.25	98.0	0.7539898989898991
	25.25	98.25	0.7439259259259257
	25.25	98.5	0.6092255892255896
	25.25	98.75	0.5527272727272722
	25.25	99.0	0.4059629629629627
	25.25	99.25	0.3298417508417514
	25.25	99.5	0.3259360269360265
	25.25	99.75	0.31171717171717156
	25.25	100.0	0.29116498316498285
	25.25	100.25	0.31009764309764315
	25.25	100.5	0.255989898989899
	25.25	100.75	0.220161616161616
	25.25	101.0	0.24761616161616137
	25.25	101.25	0.2594511784511786
	25.25	101.5	0.22203030303030297
	25.25	101.75	0.20768013468013446
	25.25	102.0	0.1562525252525253
	25.25	102.25	0.10994612794612792
	25.25	102.5	0.06434680134680137
	25.25	102.75	0.023723905723905727
	25.25	103.0	0.011427609427609429
	25.25	103.25	0.0065151515151515155
	25.25	103.5	0.025969696969696962
	25.25	103.75	0.05204713804713802
	25.25	104.0	0.0867239057239056
	25.25	104.25	0.0867239057239056
	25.25	104.5	0.12852188552188556
	25.25	104.75	0.09293939393939399
	25.25	105.0	0.08663636363636368
	25.5	75.0	1.490952861952862
	25.5	75.25	1.4491043771043757
	25.5	75.5	1.4334612794612787
	25.5	75.75	1.525003367003365
	25.5	76.0	1.7100942760942763
	25.5	76.25	2.1192794612794597
	25.5	76.5	2.490164983164981
	25.5	76.75	2.947811447811454
	25.5	77.0	3.398484848484854
	25.5	77.25	3.7026801346801337
	25.5	77.5	4.0761784511784525
	25.5	77.75	5.168919191919193
	25.5	78.0	6.835855218855223
	25.5	78.25	8.96463299663299
	25.5	78.5	10.590080808080808
	25.5	78.75	10.995966329966302
	25.5	79.0	10.995966329966302
	25.5	79.25	11.274989898989931
	25.5	79.5	10.766424242424256
	25.5	79.75	9.482121212121212
	25.5	80.0	9.723471380471414
	25.5	80.25	10.666380471380457
	25.5	80.5	11.328474747474763
	25.5	80.75	10.31254208754207
	25.5	81.0	8.831730639730647
	25.5	81.25	8.179323232323258
	25.5	81.5	7.082811447811464
	25.5	81.75	5.893306397306403
	25.5	82.0	4.4162053872053715
	25.5	82.25	3.232053872053868
	25.5	82.5	2.646316498316502
	25.5	82.75	2.8557441077441013
	25.5	83.0	3.2673198653198616
	25.5	83.25	3.4027070707070672
	25.5	83.5	3.4551582491582495
	25.5	83.75	4.190239057239053
	25.5	84.0	5.5961077441077425
	25.5	84.25	7.060838383838385
	25.5	84.5	8.159353535353517
	25.5	84.75	8.837481481481472
	25.5	85.0	9.584154882154886
	25.5	85.25	10.18796296296292
	25.5	85.5	10.18796296296292
	25.5	85.75	10.423111111111075
	25.5	86.0	10.34097643097646
	25.5	86.25	10.228101010101028
	25.5	86.5	10.077255892255877
	25.5	86.75	9.625845117845131
	25.5	87.0	9.275616161616162
	25.5	87.25	9.037208754208752
	25.5	87.5	8.937518518518523
	25.5	87.75	9.098915824915784
	25.5	88.0	9.108632996632966
	25.5	88.25	8.92818518518515
	25.5	88.5	8.164202020201998
	25.5	88.75	7.338925925925924
	25.5	89.0	6.690461279461282
	25.5	89.25	6.152084175084175
	25.5	89.5	5.516868686868698
	25.5	89.75	4.7540404040404
	25.5	90.0	3.965360269360273
	25.5	90.25	2.995673400673398
	25.5	90.5	1.926360269360269
	25.5	90.75	1.1907609427609431
	25.5	91.0	0.8254242424242431
	25.5	91.25	0.9880774410774426
	25.5	91.5	1.623269360269365
	25.5	91.75	1.623269360269365
	25.5	92.0	1.6013569023569065
	25.5	92.25	1.0551750841750844
	25.5	92.5	0.5547845117845114
	25.5	92.75	0.4609292929292936
	25.5	93.0	0.7239326599326591
	25.5	93.25	1.054205387205387
	25.5	93.5	1.0924276094276075
	25.5	93.75	0.9348249158249161
	25.5	94.0	0.6556329966329965
	25.5	94.25	0.3848013468013465
	25.5	94.5	0.2543333333333332
	25.5	94.75	0.1897340067340067
	25.5	95.0	0.1576734006734007
	25.5	95.25	0.11808754208754202
	25.5	95.5	0.21651178451178477
	25.5	95.75	0.2834343434343432
	25.5	96.0	0.3806397306397305
	25.5	96.25	0.4879427609427604
	25.5	96.5	0.5164713804713811
	25.5	96.75	0.44349494949495005
	25.5	97.0	0.49070707070707004
	25.5	97.25	0.5432491582491568
	25.5	97.5	0.5550101010101016
	25.5	97.75	0.5444983164983163
	25.5	98.0	0.5444983164983163
	25.5	98.25	0.4733299663299653
	25.5	98.5	0.4717205387205377
	25.5	98.75	0.3594511784511793
	25.5	99.0	0.3773905723905713
	25.5	99.25	0.42613468013468164
	25.5	99.5	0.36358585858585796
	25.5	99.75	0.3591144781144784
	25.5	100.0	0.3797744107744113
	25.5	100.25	0.3820707070707073
	25.5	100.5	0.3876868686868689
	25.5	100.75	0.38693265993266
	25.5	101.0	0.399077441077441
	25.5	101.25	0.4168181818181816
	25.5	101.5	0.424521885521885
	25.5	101.75	0.4180976430976424
	25.5	102.0	0.3993602693602697
	25.5	102.25	0.2247340067340066
	25.5	102.5	0.13537037037037036
	25.5	102.75	0.04953535353535356
	25.5	103.0	0.01727272727272727
	25.5	103.25	0.009882154882154884
	25.5	103.5	0.02164646464646465
	25.5	103.75	0.02709090909090909
	25.5	104.0	0.04182154882154884
	25.5	104.25	0.04182154882154884
