     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
        0.07         -0.22          0.38         -0.33          0.36          0.17         -0.23         -0.18          0.11          0.15  
       -0.30         -0.25          0.33         -0.24          0.28          0.21         -0.23          0.00          0.09          0.06  
       -0.22         -0.10          0.40         -0.30          0.33          0.14         -0.30          0.02          0.04          0.13  
       -0.18         -0.28          0.31         -0.32          0.34          0.12         -0.23         -0.01          0.05          0.03  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
     -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00       -999.00  
